City,Edition,Sport,Discipline,Athlete,NOC,Gender,Event,Event_gender,Medal
Mexico,1968,Soccer,Soccer,"FATER, Karoly",HUN,Men,Soccer,M,Gold
Mexico,1968,Soccer,Soccer,"FAZEKAS, Laszlo",HUN,Men,Soccer,M,Gold
Mexico,1968,Soccer,Soccer,"JUHASZ, Istvan",HUN,Men,Soccer,M,Gold
Mexico,1968,Soccer,Soccer,"KEGLOVICS, Laszlo",HUN,Men,Soccer,M,Gold
Mexico,1968,Soccer,Soccer,"KOCSIS, Lajos",HUN,Men,Soccer,M,Gold
Mexico,1968,Soccer,Soccer,"MENCZEL, Ivan",HUN,Men,Soccer,M,Gold
Mexico,1968,Soccer,Soccer,"NAGY, Laszlo",HUN,Men,Soccer,M,Gold
Mexico,1968,Soccer,Soccer,"NOSKO, Erno",HUN,Men,Soccer,M,Gold
Mexico,1968,Soccer,Soccer,"NOVAK, Dezs�",HUN,Men,Soccer,M,Gold
Mexico,1968,Soccer,Soccer,"PANCSICS, Miklos",HUN,Men,Soccer,M,Gold
Mexico,1968,Soccer,Soccer,"SARK�ZI, Gabor",HUN,Men,Soccer,M,Gold
Mexico,1968,Soccer,Soccer,"SZALAI, Miklos",HUN,Men,Soccer,M,Gold
Mexico,1968,Soccer,Soccer,"SZARKA, Zoltan",HUN,Men,Soccer,M,Gold
Mexico,1968,Soccer,Soccer,"SZUCS, Lajos",HUN,Men,Soccer,M,Gold
Mexico,1968,Soccer,Soccer,"CHRISTAKIEV, Georghi",BUL,Men,Soccer,M,Silver
Mexico,1968,Soccer,Soccer,"CHRISTOV, Atanas",BUL,Men,Soccer,M,Silver
Mexico,1968,Soccer,Soccer,"CHRISTOV, Kiril",BUL,Men,Soccer,M,Silver
Mexico,1968,Soccer,Soccer,"DIMITROV, Tzvetan",BUL,Men,Soccer,M,Silver
Mexico,1968,Soccer,Soccer,"DIMITROV, Yantcho",BUL,Men,Soccer,M,Silver
Mexico,1968,Soccer,Soccer,"DONEV, Asparukh",BUL,Men,Soccer,M,Silver
Mexico,1968,Soccer,Soccer,"GAYDARSKI, Milko",BUL,Men,Soccer,M,Silver
Mexico,1968,Soccer,Soccer,"GEORGIEV, Ivailo",BUL,Men,Soccer,M,Silver
Mexico,1968,Soccer,Soccer,"GEROV, Atanas",BUL,Men,Soccer,M,Silver
Mexico,1968,Soccer,Soccer,"GIONIN, Mikhail",BUL,Men,Soccer,M,Silver
Mexico,1968,Soccer,Soccer,"IVANOV, Georghi",BUL,Men,Soccer,M,Silver
Mexico,1968,Soccer,Soccer,"IVKOV, Kiril",BUL,Men,Soccer,M,Silver
Mexico,1968,Soccer,Soccer,"JEKOV, Petar",BUL,Men,Soccer,M,Silver
Mexico,1968,Soccer,Soccer,"NIKOLOV, Todor",BUL,Men,Soccer,M,Silver
Mexico,1968,Soccer,Soccer,"VASSILEV, Georghi",BUL,Men,Soccer,M,Silver
Mexico,1968,Soccer,Soccer,"YANTCHOVSKI, Evgeni",BUL,Men,Soccer,M,Silver
Mexico,1968,Soccer,Soccer,"YORDANOV, Stoyan",BUL,Men,Soccer,M,Silver
Mexico,1968,Soccer,Soccer,"ZAFIROV, Ivan",BUL,Men,Soccer,M,Silver
Munich,1972,Soccer,Soccer,"ANDRIASYAN, Arkadi",URS,Men,Soccer,M,Bronze
Munich,1972,Soccer,Soccer,"BLOKHIN, Oleg",URS,Men,Soccer,M,Bronze
Munich,1972,Soccer,Soccer,"BRANSCH, Bernd",GDR,Men,Soccer,M,Bronze
Munich,1972,Soccer,Soccer,"CROY, J�rgen",GDR,Men,Soccer,M,Bronze
Munich,1972,Soccer,Soccer,"DUCKE, Peter",GDR,Men,Soccer,M,Bronze
Munich,1972,Soccer,Soccer,"DZODZUASHVILI, Revaz",URS,Men,Soccer,M,Bronze
Munich,1972,Soccer,Soccer,"ELISEEV, Yuri",URS,Men,Soccer,M,Bronze
Munich,1972,Soccer,Soccer,"EVRYUZHIKHIN, Gennadi",URS,Men,Soccer,M,Bronze
Munich,1972,Soccer,Soccer,"GANZERA, Frank",GDR,Men,Soccer,M,Bronze
Munich,1972,Soccer,Soccer,"H�FNER, Reinhard",GDR,Men,Soccer,M,Bronze
Munich,1972,Soccer,Soccer,"IRMSCHER, Harald",GDR,Men,Soccer,M,Bronze
Munich,1972,Soccer,Soccer,"ISTOMIN, Yuri",URS,Men,Soccer,M,Bronze
Munich,1972,Soccer,Soccer,"KAPLICHNY, Vladimir",URS,Men,Soccer,M,Bronze
Munich,1972,Soccer,Soccer,"KHURCILAVA, Murtaz",URS,Men,Soccer,M,Bronze
Munich,1972,Soccer,Soccer,"KOLOTOV, Viktor",URS,Men,Soccer,M,Bronze
Munich,1972,Soccer,Soccer,"KREISCHE, Hans-J�rgen",GDR,Men,Soccer,M,Bronze
Munich,1972,Soccer,Soccer,"KUKSOV, Anatoli",URS,Men,Soccer,M,Bronze
Munich,1972,Soccer,Soccer,"KURBJUWEIT, Lothar",GDR,Men,Soccer,M,Bronze
Munich,1972,Soccer,Soccer,"LOVCHEV, Yevgeni",URS,Men,Soccer,M,Bronze
Munich,1972,Soccer,Soccer,"OLSHANSKY, Sergei",URS,Men,Soccer,M,Bronze
Munich,1972,Soccer,Soccer,"ONISHCHENKO, Vladimir",URS,Men,Soccer,M,Bronze
Munich,1972,Soccer,Soccer,"PILGUI, Vladimir",URS,Men,Soccer,M,Bronze
Munich,1972,Soccer,Soccer,"POMMERENKE, J�rgen",GDR,Men,Soccer,M,Bronze
Munich,1972,Soccer,Soccer,"RUDAKOV, Yevgeni",URS,Men,Soccer,M,Bronze
Munich,1972,Soccer,Soccer,"SABO, Iosef",URS,Men,Soccer,M,Bronze
Munich,1972,Soccer,Soccer,"SCHULENBERG, Ralf",GDR,Men,Soccer,M,Bronze
Munich,1972,Soccer,Soccer,"SEGUIN, Wolfgang",GDR,Men,Soccer,M,Bronze
Munich,1972,Soccer,Soccer,"SEMENOV, Vyacheslav",URS,Men,Soccer,M,Bronze
Munich,1972,Soccer,Soccer,"SPARWASSER, J�rgen",GDR,Men,Soccer,M,Bronze
Munich,1972,Soccer,Soccer,"STREICH, Joachim",GDR,Men,Soccer,M,Bronze
Munich,1972,Soccer,Soccer,"VOGEL, Eberhard",GDR,Men,Soccer,M,Bronze
Munich,1972,Soccer,Soccer,"WATZLICH, Siegmar",GDR,Men,Soccer,M,Bronze
Munich,1972,Soccer,Soccer,"WEISE, Konrad",GDR,Men,Soccer,M,Bronze
Munich,1972,Soccer,Soccer,"YAKUBIK, Andrei",URS,Men,Soccer,M,Bronze
Munich,1972,Soccer,Soccer,"ZANAZANYAN, Oganes",URS,Men,Soccer,M,Bronze
Munich,1972,Soccer,Soccer,"ZAPF, Manfred",GDR,Men,Soccer,M,Bronze
Munich,1972,Soccer,Soccer,"ANCZOK, Zygmunt",POL,Men,Soccer,M,Gold
Munich,1972,Soccer,Soccer,"CMIKIEWICZ, Leslaw",POL,Men,Soccer,M,Gold
Munich,1972,Soccer,Soccer,"DEYNA, Kazimierz",POL,Men,Soccer,M,Gold
Munich,1972,Soccer,Soccer,"GADOCHA, Robert",POL,Men,Soccer,M,Gold
Munich,1972,Soccer,Soccer,"GORGON, Jerzy",POL,Men,Soccer,M,Gold
Munich,1972,Soccer,Soccer,"GUT, Zbigniew",POL,Men,Soccer,M,Gold
Munich,1972,Soccer,Soccer,"KMIECIK, Kazimierz",POL,Men,Soccer,M,Gold
Munich,1972,Soccer,Soccer,"KOSTKA, Hubert",POL,Men,Soccer,M,Gold
Munich,1972,Soccer,Soccer,"KRASKA, Jerzy",POL,Men,Soccer,M,Gold
Munich,1972,Soccer,Soccer,"LATO, Grzegorz",POL,Men,Soccer,M,Gold
Munich,1972,Soccer,Soccer,"LUBANSKI, Wlodzimierz",POL,Men,Soccer,M,Gold
Munich,1972,Soccer,Soccer,"MARX, Joachim",POL,Men,Soccer,M,Gold
Munich,1972,Soccer,Soccer,"MASZCZYK, Zygmunt",POL,Men,Soccer,M,Gold
Munich,1972,Soccer,Soccer,"OSTAFINSKI, Marjan",POL,Men,Soccer,M,Gold
Munich,1972,Soccer,Soccer,"SZOLTYSIK, Zygfryd",POL,Men,Soccer,M,Gold
Munich,1972,Soccer,Soccer,"SZYMANOWSKI, Antoni",POL,Men,Soccer,M,Gold
Munich,1972,Soccer,Soccer,"SZYMCZAK, Ryszard",POL,Men,Soccer,M,Gold
Munich,1972,Soccer,Soccer,"BALINT, Laszlo",HUN,Men,Soccer,M,Silver
Munich,1972,Soccer,Soccer,"BRANIKOVICS, Laszlo",HUN,Men,Soccer,M,Silver
Munich,1972,Soccer,Soccer,"DUNAI, Antal",HUN,Men,Soccer,M,Silver
Munich,1972,Soccer,Soccer,"DUNAI, Ede",HUN,Men,Soccer,M,Silver
Munich,1972,Soccer,Soccer,"GECZI, Istvan",HUN,Men,Soccer,M,Silver
Munich,1972,Soccer,Soccer,"JUHASZ, Peter",HUN,Men,Soccer,M,Silver
Munich,1972,Soccer,Soccer,"KOCSIS, Lajos",HUN,Men,Soccer,M,Silver
Munich,1972,Soccer,Soccer,"KOVACS, Jozsef",HUN,Men,Soccer,M,Silver
Munich,1972,Soccer,Soccer,"KOZMA, Mihaly",HUN,Men,Soccer,M,Silver
Munich,1972,Soccer,Soccer,"KU, Lajos",HUN,Men,Soccer,M,Silver
Munich,1972,Soccer,Soccer,"PANCSICS, Miklos",HUN,Men,Soccer,M,Silver
Munich,1972,Soccer,Soccer,"ROTHERMEL, Adam",HUN,Men,Soccer,M,Silver
Munich,1972,Soccer,Soccer,"SZUCS, Lajos",HUN,Men,Soccer,M,Silver
Munich,1972,Soccer,Soccer,"TOTH, Kalman",HUN,Men,Soccer,M,Silver
Munich,1972,Soccer,Soccer,"VARADI, Bela",HUN,Men,Soccer,M,Silver
Munich,1972,Soccer,Soccer,"VEPI, Peter",HUN,Men,Soccer,M,Silver
Munich,1972,Soccer,Soccer,"VIDACS, Csaba",HUN,Men,Soccer,M,Silver
Montreal,1976,Soccer,Soccer,"ASTAPOVSKY, Vladimir",URS,Men,Soccer,M,Bronze
Montreal,1976,Soccer,Soccer,"BLOKHIN, Oleg",URS,Men,Soccer,M,Bronze
Montreal,1976,Soccer,Soccer,"BURYAK, Leonid",URS,Men,Soccer,M,Bronze
Montreal,1976,Soccer,Soccer,"FEDOROV, Vladimir",URS,Men,Soccer,M,Bronze
Montreal,1976,Soccer,Soccer,"FOMENKO, Mikhail",URS,Men,Soccer,M,Bronze
Montreal,1976,Soccer,Soccer,"KIPIANI, David",URS,Men,Soccer,M,Bronze
Montreal,1976,Soccer,Soccer,"KOLOTOV, Viktor",URS,Men,Soccer,M,Bronze
Montreal,1976,Soccer,Soccer,"KONKOV, Anatoli",URS,Men,Soccer,M,Bronze
Montreal,1976,Soccer,Soccer,"MATVIENKO, Viktor",URS,Men,Soccer,M,Bronze
Montreal,1976,Soccer,Soccer,"MINAEV, Aleksandr",URS,Men,Soccer,M,Bronze
Montreal,1976,Soccer,Soccer,"NAZARENKO, Leonid",URS,Men,Soccer,M,Bronze
Montreal,1976,Soccer,Soccer,"ONISHCHENKO, Vladimir",URS,Men,Soccer,M,Bronze
Montreal,1976,Soccer,Soccer,"PROKHOROV, Aleksandr",URS,Men,Soccer,M,Bronze
Montreal,1976,Soccer,Soccer,"RESHKO, Stefan",URS,Men,Soccer,M,Bronze
Montreal,1976,Soccer,Soccer,"TROSHKIN, Vladimir",URS,Men,Soccer,M,Bronze
Montreal,1976,Soccer,Soccer,"VEREMEEV, Vladimir",URS,Men,Soccer,M,Bronze
Montreal,1976,Soccer,Soccer,"ZVYAGINTSEV, Viktor",URS,Men,Soccer,M,Bronze
Montreal,1976,Soccer,Soccer,"BRANSCH, Bernd",GDR,Men,Soccer,M,Gold
Montreal,1976,Soccer,Soccer,"CROY, J�rgen",GDR,Men,Soccer,M,Gold
Montreal,1976,Soccer,Soccer,"D�RNER, Hans-J�rgen",GDR,Men,Soccer,M,Gold
Montreal,1976,Soccer,Soccer,"GRAPENTHIN, Hans-Ulrich",GDR,Men,Soccer,M,Gold
Montreal,1976,Soccer,Soccer,"GR�BNER, Wilfried",GDR,Men,Soccer,M,Gold
Montreal,1976,Soccer,Soccer,"H�FNER, Reinhard",GDR,Men,Soccer,M,Gold
Montreal,1976,Soccer,Soccer,"HEIDLER, Gerd",GDR,Men,Soccer,M,Gold
Montreal,1976,Soccer,Soccer,"HOFFMANN, Martin",GDR,Men,Soccer,M,Gold
Montreal,1976,Soccer,Soccer,"KISCHE, Gerd",GDR,Men,Soccer,M,Gold
Montreal,1976,Soccer,Soccer,"KURBJUWEIT, Lothar",GDR,Men,Soccer,M,Gold
Montreal,1976,Soccer,Soccer,"LAUCK, Reinhard",GDR,Men,Soccer,M,Gold
Montreal,1976,Soccer,Soccer,"L�WE, Wolfram",GDR,Men,Soccer,M,Gold
Montreal,1976,Soccer,Soccer,"RIEDEL, Dieter",GDR,Men,Soccer,M,Gold
Montreal,1976,Soccer,Soccer,"RIEDIGER, Hans-J�rgen",GDR,Men,Soccer,M,Gold
Montreal,1976,Soccer,Soccer,"SCHADE, Hartmut",GDR,Men,Soccer,M,Gold
Montreal,1976,Soccer,Soccer,"WEBER, Gerd",GDR,Men,Soccer,M,Gold
Montreal,1976,Soccer,Soccer,"WEISE, Konrad",GDR,Men,Soccer,M,Gold
Montreal,1976,Soccer,Soccer,"BENIGER, Jan",POL,Men,Soccer,M,Silver
Montreal,1976,Soccer,Soccer,"CMIKIEWICZ, Leslaw",POL,Men,Soccer,M,Silver
Montreal,1976,Soccer,Soccer,"DEYNA, Kazimierz",POL,Men,Soccer,M,Silver
Montreal,1976,Soccer,Soccer,"GORGON, Jerzy",POL,Men,Soccer,M,Silver
Montreal,1976,Soccer,Soccer,"KASPERCZAK, Henryk",POL,Men,Soccer,M,Silver
Montreal,1976,Soccer,Soccer,"KMIECIK, Kazimierz",POL,Men,Soccer,M,Silver
Montreal,1976,Soccer,Soccer,"LATO, Grzegorz",POL,Men,Soccer,M,Silver
Montreal,1976,Soccer,Soccer,"MASZCZYK, Zygmunt",POL,Men,Soccer,M,Silver
Montreal,1976,Soccer,Soccer,"MOWLIK, Piotr",POL,Men,Soccer,M,Silver
Montreal,1976,Soccer,Soccer,"OGAZA, Roman",POL,Men,Soccer,M,Silver
Montreal,1976,Soccer,Soccer,"RUDY, Wojciech",POL,Men,Soccer,M,Silver
Montreal,1976,Soccer,Soccer,"SZARMACH, Andrzej",POL,Men,Soccer,M,Silver
Montreal,1976,Soccer,Soccer,"SZYMANOWSKI, Antoni",POL,Men,Soccer,M,Silver
Montreal,1976,Soccer,Soccer,"TOMASZEWSKI, Jan",POL,Men,Soccer,M,Silver
Montreal,1976,Soccer,Soccer,"WAWROWSKI, Henryk",POL,Men,Soccer,M,Silver
Montreal,1976,Soccer,Soccer,"WIECZOREK, Henryk",POL,Men,Soccer,M,Silver
Montreal,1976,Soccer,Soccer,"ZMUDA, Wladyslaw",POL,Men,Soccer,M,Silver
Moscow,1980,Soccer,Soccer,"ANDREEV, Sergei",URS,Men,Soccer,M,Bronze
Moscow,1980,Soccer,Soccer,"BALTACHA, Sergei",URS,Men,Soccer,M,Bronze
Moscow,1980,Soccer,Soccer,"BESSONOV, Vladimir",URS,Men,Soccer,M,Bronze
Moscow,1980,Soccer,Soccer,"CHELEBADZE, Revaz",URS,Men,Soccer,M,Bronze
Moscow,1980,Soccer,Soccer,"CHERENKOV, Fiodor",URS,Men,Soccer,M,Bronze
Moscow,1980,Soccer,Soccer,"CHIVADZE, Aleksandr",URS,Men,Soccer,M,Bronze
Moscow,1980,Soccer,Soccer,"DASAEV, Rinat",URS,Men,Soccer,M,Bronze
Moscow,1980,Soccer,Soccer,"GAVRILOV, Yuri",URS,Men,Soccer,M,Bronze
Moscow,1980,Soccer,Soccer,"GAZZAEV, Valeri",URS,Men,Soccer,M,Bronze
Moscow,1980,Soccer,Soccer,"KHIDIATULLIN, Vagiz",URS,Men,Soccer,M,Bronze
Moscow,1980,Soccer,Soccer,"NIKULIN, Sergei",URS,Men,Soccer,M,Bronze
Moscow,1980,Soccer,Soccer,"OGANESIAN, Khoren",URS,Men,Soccer,M,Bronze
Moscow,1980,Soccer,Soccer,"PILGUI, Vladimir",URS,Men,Soccer,M,Bronze
Moscow,1980,Soccer,Soccer,"PROKOPENKO, Aleksandr",URS,Men,Soccer,M,Bronze
Moscow,1980,Soccer,Soccer,"ROMANTSEV, Oleg",URS,Men,Soccer,M,Bronze
Moscow,1980,Soccer,Soccer,"SHAVLO, Sergei",URS,Men,Soccer,M,Bronze
Moscow,1980,Soccer,Soccer,"SULAKVELIDZE, Tengiz",URS,Men,Soccer,M,Bronze
Moscow,1980,Soccer,Soccer,"BERGER, Jan",TCH,Men,Soccer,M,Gold
Moscow,1980,Soccer,Soccer,"KUNZO, Frantisek",TCH,Men,Soccer,M,Gold
Moscow,1980,Soccer,Soccer,"LICKA, Werner",TCH,Men,Soccer,M,Gold
Moscow,1980,Soccer,Soccer,"MACELA, Ludek",TCH,Men,Soccer,M,Gold
Moscow,1980,Soccer,Soccer,"MAZURA, Josef",TCH,Men,Soccer,M,Gold
Moscow,1980,Soccer,Soccer,"NEMEC, Petr",TCH,Men,Soccer,M,Gold
Moscow,1980,Soccer,Soccer,"NETOLICHKA, Jaroslav",TCH,Men,Soccer,M,Gold
Moscow,1980,Soccer,Soccer,"POKLUDA, Lubos",TCH,Men,Soccer,M,Gold
Moscow,1980,Soccer,Soccer,"RADIMEC, Libor",TCH,Men,Soccer,M,Gold
Moscow,1980,Soccer,Soccer,"ROTT, Oldrich",TCH,Men,Soccer,M,Gold
Moscow,1980,Soccer,Soccer,"RYGEL, Zdenek",TCH,Men,Soccer,M,Gold
Moscow,1980,Soccer,Soccer,"SEMAN, Stanislav",TCH,Men,Soccer,M,Gold
Moscow,1980,Soccer,Soccer,"SREINER, Zdenek",TCH,Men,Soccer,M,Gold
Moscow,1980,Soccer,Soccer,"STAMBACHR, Frantisek",TCH,Men,Soccer,M,Gold
Moscow,1980,Soccer,Soccer,"SVOBODA, Jindrich",TCH,Men,Soccer,M,Gold
Moscow,1980,Soccer,Soccer,"VACLAVICEK, Rostislav",TCH,Men,Soccer,M,Gold
Moscow,1980,Soccer,Soccer,"VIZEK, Ladislav",TCH,Men,Soccer,M,Gold
Moscow,1980,Soccer,Soccer,"BAHRINGER, Jurgen",GDR,Men,Soccer,M,Silver
Moscow,1980,Soccer,Soccer,"BAUM, Frank",GDR,Men,Soccer,M,Silver
Moscow,1980,Soccer,Soccer,"HOUSE, Lothar",GDR,Men,Soccer,M,Silver
Moscow,1980,Soccer,Soccer,"JAKUBOWSKI, Bernd",GDR,Men,Soccer,M,Silver
Moscow,1980,Soccer,Soccer,"KUHN, Dieter",GDR,Men,Soccer,M,Silver
Moscow,1980,Soccer,Soccer,"LIEBERS, Matthias",GDR,Men,Soccer,M,Silver
Moscow,1980,Soccer,Soccer,"MULLER, Matthias",GDR,Men,Soccer,M,Silver
Moscow,1980,Soccer,Soccer,"NETZ, Wolf-Rudiger",GDR,Men,Soccer,M,Silver
Moscow,1980,Soccer,Soccer,"PETER, Werner",GDR,Men,Soccer,M,Silver
Moscow,1980,Soccer,Soccer,"RUDWALEIT, Bodo",GDR,Men,Soccer,M,Silver
Moscow,1980,Soccer,Soccer,"SCHNUPHASE, Rudiger",GDR,Men,Soccer,M,Silver
Moscow,1980,Soccer,Soccer,"STEINBACH, Wolfgang",GDR,Men,Soccer,M,Silver
Moscow,1980,Soccer,Soccer,"TERLETZKI, Frank",GDR,Men,Soccer,M,Silver
Moscow,1980,Soccer,Soccer,"TRAUTMANN, Andreas",GDR,Men,Soccer,M,Silver
Moscow,1980,Soccer,Soccer,"TRIELOFF, Norbert",GDR,Men,Soccer,M,Silver
Moscow,1980,Soccer,Soccer,"UHLIG, Frank",GDR,Men,Soccer,M,Silver
Moscow,1980,Soccer,Soccer,"ULLRICH, Artur",GDR,Men,Soccer,M,Silver
Los Angeles,1984,Soccer,Soccer,"BALJIC, Mirsad",YUG,Men,Soccer,M,Bronze
Los Angeles,1984,Soccer,Soccer,"BAZDAREVIC, Mehmed",YUG,Men,Soccer,M,Bronze
Los Angeles,1984,Soccer,Soccer,"CAPLJIC, Vlado",YUG,Men,Soccer,M,Bronze
Los Angeles,1984,Soccer,Soccer,"CVETKOVIC, Borislav",YUG,Men,Soccer,M,Bronze
Los Angeles,1984,Soccer,Soccer,"DEVERIC, Stjepan",YUG,Men,Soccer,M,Bronze
Los Angeles,1984,Soccer,Soccer,"DJUROVSKI, Milko",YUG,Men,Soccer,M,Bronze
Los Angeles,1984,Soccer,Soccer,"ELSNER, Marko",YUG,Men,Soccer,M,Bronze
Los Angeles,1984,Soccer,Soccer,"GRACAN, Nenad",YUG,Men,Soccer,M,Bronze
Los Angeles,1984,Soccer,Soccer,"IVKOVIC, Tomislav",YUG,Men,Soccer,M,Bronze
Los Angeles,1984,Soccer,Soccer,"KATANEC, Srecko",YUG,Men,Soccer,M,Bronze
Los Angeles,1984,Soccer,Soccer,"MILJUS, Branko",YUG,Men,Soccer,M,Bronze
Los Angeles,1984,Soccer,Soccer,"MRKELA, Mitar",YUG,Men,Soccer,M,Bronze
Los Angeles,1984,Soccer,Soccer,"NIKOLIC, Jovica",YUG,Men,Soccer,M,Bronze
Los Angeles,1984,Soccer,Soccer,"PUDAR, Ivan",YUG,Men,Soccer,M,Bronze
Los Angeles,1984,Soccer,Soccer,"RADANOVIC, Ljubomir",YUG,Men,Soccer,M,Bronze
Los Angeles,1984,Soccer,Soccer,"SMAJIC, Admir",YUG,Men,Soccer,M,Bronze
Los Angeles,1984,Soccer,Soccer,"STOJKOVIC, Dragan",YUG,Men,Soccer,M,Bronze
Los Angeles,1984,Soccer,Soccer,"AYACHE, William",FRA,Men,Soccer,M,Gold
Los Angeles,1984,Soccer,Soccer,"BENSOUSSAN, Michel",FRA,Men,Soccer,M,Gold
Los Angeles,1984,Soccer,Soccer,"BIBARD, Michel",FRA,Men,Soccer,M,Gold
Los Angeles,1984,Soccer,Soccer,"BIJOTAT, Dominique",FRA,Men,Soccer,M,Gold
Los Angeles,1984,Soccer,Soccer,"BRISSON, Francois",FRA,Men,Soccer,M,Gold
Los Angeles,1984,Soccer,Soccer,"CUBAYNES, Patrick",FRA,Men,Soccer,M,Gold
Los Angeles,1984,Soccer,Soccer,"GARANDE, Patrice",FRA,Men,Soccer,M,Gold
Los Angeles,1984,Soccer,Soccer,"JEANNOL, Philippe",FRA,Men,Soccer,M,Gold
Los Angeles,1984,Soccer,Soccer,"LACOMBE, Guy",FRA,Men,Soccer,M,Gold
Los Angeles,1984,Soccer,Soccer,"LEMOULT, Jean-Claude",FRA,Men,Soccer,M,Gold
Los Angeles,1984,Soccer,Soccer,"ROHR, Jean Philippe",FRA,Men,Soccer,M,Gold
Los Angeles,1984,Soccer,Soccer,"RUST, Albert",FRA,Men,Soccer,M,Gold
Los Angeles,1984,Soccer,Soccer,"SENAC, Didier",FRA,Men,Soccer,M,Gold
Los Angeles,1984,Soccer,Soccer,"THOUVENEL, Jean Christophe",FRA,Men,Soccer,M,Gold
Los Angeles,1984,Soccer,Soccer,"TOURE, Jose",FRA,Men,Soccer,M,Gold
Los Angeles,1984,Soccer,Soccer,"XUEREB, Daniel",FRA,Men,Soccer,M,Gold
Los Angeles,1984,Soccer,Soccer,"ZANON, Jean Louis",FRA,Men,Soccer,M,Gold
Los Angeles,1984,Soccer,Soccer,"BRUM, Jorge Luiz",BRA,Men,Soccer,M,Silver
Los Angeles,1984,Soccer,Soccer,"CORTEZ SILVA, David",BRA,Men,Soccer,M,Silver
Los Angeles,1984,Soccer,Soccer,"CRUZ, Milton",BRA,Men,Soccer,M,Silver
Los Angeles,1984,Soccer,Soccer,"DIAS, Luiz",BRA,Men,Soccer,M,Silver
Los Angeles,1984,Soccer,Soccer,"FERREIRA, Andre Luiz",BRA,Men,Soccer,M,Silver
Los Angeles,1984,Soccer,Soccer,"GALVAO, Mauro",BRA,Men,Soccer,M,Silver
Los Angeles,1984,Soccer,Soccer,"GIL, Antonio Jose",BRA,Men,Soccer,M,Silver
Los Angeles,1984,Soccer,Soccer,"LEIEHART NETO, Joao",BRA,Men,Soccer,M,Silver
Los Angeles,1984,Soccer,Soccer,"OLIVEIRA, Aguilmar",BRA,Men,Soccer,M,Silver
Los Angeles,1984,Soccer,Soccer,"PAIVA, Silvio",BRA,Men,Soccer,M,Silver
Los Angeles,1984,Soccer,Soccer,"RINALDI, Gilmar",BRA,Men,Soccer,M,Silver
Los Angeles,1984,Soccer,Soccer,"ROQUE KAEFER, Ademir",BRA,Men,Soccer,M,Silver
Los Angeles,1984,Soccer,Soccer,"SANTOS, Paulo",BRA,Men,Soccer,M,Silver
Los Angeles,1984,Soccer,Soccer,"SILVA, Ronaldo",BRA,Men,Soccer,M,Silver
Los Angeles,1984,Soccer,Soccer,"VERRI, Carlos",BRA,Men,Soccer,M,Silver
Los Angeles,1984,Soccer,Soccer,"VIDAL, Francisco",BRA,Men,Soccer,M,Silver
Los Angeles,1984,Soccer,Soccer,"WINCK, Luiz Carlos",BRA,Men,Soccer,M,Silver
Seoul,1988,Soccer,Soccer,"BOMMER, Rudolf",FRG,Men,Soccer,M,Bronze
Seoul,1988,Soccer,Soccer,"FACH, Holger",FRG,Men,Soccer,M,Bronze
Seoul,1988,Soccer,Soccer,"FUNKEL, Wolfgang",FRG,Men,Soccer,M,Bronze
Seoul,1988,Soccer,Soccer,"GOERTZ, Armin",FRG,Men,Soccer,M,Bronze
Seoul,1988,Soccer,Soccer,"GRAHAMMER, Roland",FRG,Men,Soccer,M,Bronze
Seoul,1988,Soccer,Soccer,"HASSLER, Thomas",FRG,Men,Soccer,M,Bronze
Seoul,1988,Soccer,Soccer,"HORSTER, Thomas",FRG,Men,Soccer,M,Bronze
Seoul,1988,Soccer,Soccer,"JANSSEN, Olaf",FRG,Men,Soccer,M,Bronze
Seoul,1988,Soccer,Soccer,"KAMPS, Uwe",FRG,Men,Soccer,M,Bronze
Seoul,1988,Soccer,Soccer,"KLEPPINGER, Gerhard",FRG,Men,Soccer,M,Bronze
Seoul,1988,Soccer,Soccer,"KLINSMANN, Jurgen",FRG,Men,Soccer,M,Bronze
Seoul,1988,Soccer,Soccer,"MILL, Frank",FRG,Men,Soccer,M,Bronze
Seoul,1988,Soccer,Soccer,"RECK, Oliver",FRG,Men,Soccer,M,Bronze
Seoul,1988,Soccer,Soccer,"RIEDLE, Karlheinz",FRG,Men,Soccer,M,Bronze
Seoul,1988,Soccer,Soccer,"SAUER, Gunnar",FRG,Men,Soccer,M,Bronze
Seoul,1988,Soccer,Soccer,"SCHREIER, Christian",FRG,Men,Soccer,M,Bronze
Seoul,1988,Soccer,Soccer,"SCHULZ, Michael",FRG,Men,Soccer,M,Bronze
Seoul,1988,Soccer,Soccer,"SIEVERS, Ralf",FRG,Men,Soccer,M,Bronze
Seoul,1988,Soccer,Soccer,"WALTER, Fritz",FRG,Men,Soccer,M,Bronze
Seoul,1988,Soccer,Soccer,"WUTTKE, Wolfram",FRG,Men,Soccer,M,Bronze
Seoul,1988,Soccer,Soccer,"BORODYUK, Aleksandr",URS,Men,Soccer,M,Gold
Seoul,1988,Soccer,Soccer,"CHEREDNIK, Aleksei",URS,Men,Soccer,M,Gold
Seoul,1988,Soccer,Soccer,"DOBROVOLSKI, Igor",URS,Men,Soccer,M,Gold
Seoul,1988,Soccer,Soccer,"FOKIN, Sergei",URS,Men,Soccer,M,Gold
Seoul,1988,Soccer,Soccer,"GORLUKOVICH, Sergei",URS,Men,Soccer,M,Gold
